age,category,price,gender_Male,payment_method_Credit Card,payment_method_Debit Card,shopping_mall_Emaar Square Mall,shopping_mall_Forum Istanbul,shopping_mall_Istinye Park,shopping_mall_Kanyon,shopping_mall_Mall of Istanbul,shopping_mall_Metrocity,shopping_mall_Metropol AVM,shopping_mall_Viaport Outlet,shopping_mall_Zorlu Center
38,Clothing,300.08,1,1,0,0,0,0,0,1,0,0,0,0
19,Clothing,300.08,1,0,0,0,0,1,0,0,0,0,0,0
47,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
30,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
35,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
35,Clothing,300.08,1,1,0,0,0,0,0,0,1,0,0,0
50,Clothing,300.08,1,0,0,0,0,0,0,0,1,0,0,0
37,Clothing,300.08,0,0,1,0,0,0,0,0,1,0,0,0
64,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
65,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
38,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
40,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
28,Clothing,300.08,1,0,0,0,0,0,0,0,0,1,0,0
18,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
47,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,1,0
60,Clothing,300.08,0,1,0,0,0,1,0,0,0,0,0,0
64,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,0,0
65,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
64,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
23,Clothing,300.08,1,1,0,0,0,0,0,0,0,0,1,0
51,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
22,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,1,0
41,Clothing,300.08,1,0,0,0,0,0,0,1,0,0,0,0
22,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,0,0
56,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
40,Clothing,300.08,1,1,0,0,0,0,0,0,0,0,0,1
57,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
25,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,1,0
44,Clothing,300.08,1,1,0,0,0,0,0,0,1,0,0,0
32,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
49,Clothing,300.08,0,0,0,0,0,1,0,0,0,0,0,0
49,Clothing,300.08,1,1,0,0,0,0,0,0,0,0,0,0
25,Clothing,300.08,1,1,0,0,0,0,0,0,1,0,0,0
30,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
31,Clothing,300.08,1,0,1,0,0,0,0,0,0,0,0,0
45,Clothing,300.08,0,0,0,0,0,1,0,0,0,0,0,0
18,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,1,0
27,Clothing,300.08,1,1,0,0,0,0,0,1,0,0,0,0
52,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
54,Clothing,300.08,0,0,1,0,0,0,0,0,0,0,0,0
23,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
39,Clothing,300.08,0,0,1,1,0,0,0,0,0,0,0,0
36,Clothing,300.08,1,0,0,0,0,0,0,0,1,0,0,0
68,Clothing,300.08,1,0,1,0,0,0,0,1,0,0,0,0
28,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
19,Clothing,300.08,1,0,0,0,0,0,0,0,1,0,0,0
48,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
27,Clothing,300.08,1,0,0,0,0,1,0,0,0,0,0,0
60,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
53,Clothing,300.08,1,0,0,0,0,0,0,1,0,0,0,0
47,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
28,Clothing,300.08,1,1,0,0,0,0,0,0,0,1,0,0
46,Clothing,300.08,1,0,1,0,0,0,1,0,0,0,0,0
69,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
57,Clothing,300.08,1,0,1,0,0,0,0,0,1,0,0,0
65,Clothing,300.08,0,1,0,1,0,0,0,0,0,0,0,0
19,Clothing,300.08,1,1,0,0,0,0,0,0,0,1,0,0
38,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,1,0
66,Clothing,300.08,1,0,1,0,0,0,1,0,0,0,0,0
53,Clothing,300.08,1,0,1,0,0,0,0,1,0,0,0,0
47,Clothing,300.08,1,1,0,0,0,0,0,0,0,0,0,1
22,Clothing,300.08,1,0,1,0,0,0,0,0,1,0,0,0
43,Clothing,300.08,1,0,1,0,0,0,0,1,0,0,0,0
42,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
47,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
19,Clothing,300.08,1,0,0,0,0,0,0,0,1,0,0,0
49,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
30,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
61,Clothing,300.08,1,0,0,0,0,0,0,0,1,0,0,0
68,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
68,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
45,Clothing,300.08,0,0,1,0,0,1,0,0,0,0,0,0
31,Clothing,300.08,1,0,0,0,0,1,0,0,0,0,0,0
40,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
21,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,1,0
18,Clothing,300.08,1,1,0,0,0,0,0,1,0,0,0,0
68,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
56,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,0,0
33,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
56,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
22,Clothing,300.08,1,1,0,1,0,0,0,0,0,0,0,0
45,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
26,Clothing,300.08,1,1,0,0,0,0,0,0,1,0,0,0
66,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
58,Clothing,300.08,1,0,1,0,0,1,0,0,0,0,0,0
36,Clothing,300.08,1,1,0,0,0,1,0,0,0,0,0,0
52,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
20,Clothing,300.08,0,0,1,0,0,0,0,0,0,0,1,0
38,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
40,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,0,0
32,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
21,Clothing,300.08,0,0,1,0,0,0,1,0,0,0,0,0
60,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,0,1
39,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,1,0
57,Clothing,300.08,1,1,0,0,0,0,0,1,0,0,0,0
43,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
20,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
66,Clothing,300.08,0,1,0,0,0,1,0,0,0,0,0,0
69,Clothing,300.08,1,0,1,0,0,1,0,0,0,0,0,0
61,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
63,Clothing,300.08,1,0,0,1,0,0,0,0,0,0,0,0
23,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
53,Clothing,300.08,0,0,0,0,0,1,0,0,0,0,0,0
62,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
18,Clothing,300.08,0,0,0,0,1,0,0,0,0,0,0,0
26,Clothing,300.08,0,0,1,0,0,0,1,0,0,0,0,0
40,Clothing,300.08,1,1,0,1,0,0,0,0,0,0,0,0
20,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,1,0
29,Clothing,300.08,1,0,0,1,0,0,0,0,0,0,0,0
44,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
22,Clothing,300.08,1,0,1,0,0,0,0,0,0,0,0,1
33,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,0,1
20,Clothing,300.08,0,0,0,0,0,0,0,0,0,1,0,0
54,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,0,0
19,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
27,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
61,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
57,Clothing,300.08,1,1,0,0,0,0,0,1,0,0,0,0
39,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
48,Clothing,300.08,0,1,0,0,0,0,0,0,0,1,0,0
56,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
51,Clothing,300.08,1,0,1,0,0,0,0,0,0,0,0,0
21,Clothing,300.08,1,0,0,0,0,0,0,1,0,0,0,0
47,Clothing,300.08,0,1,0,0,0,1,0,0,0,0,0,0
36,Clothing,300.08,1,1,0,0,0,0,0,0,0,0,0,0
67,Clothing,300.08,1,0,1,0,0,0,0,0,0,0,0,0
33,Clothing,300.08,1,0,0,0,0,0,0,1,0,0,0,0
48,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
28,Clothing,300.08,1,0,1,0,0,0,0,0,1,0,0,0
18,Clothing,300.08,1,0,1,0,0,0,0,0,0,1,0,0
38,Clothing,300.08,1,0,0,1,0,0,0,0,0,0,0,0
50,Clothing,300.08,0,0,0,0,1,0,0,0,0,0,0,0
53,Clothing,300.08,1,1,0,0,1,0,0,0,0,0,0,0
32,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,0,0
44,Clothing,300.08,0,0,0,0,0,0,0,0,0,1,0,0
55,Clothing,300.08,0,0,0,0,0,0,0,0,0,1,0,0
52,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,0,1
34,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,0,0
47,Clothing,300.08,0,1,0,0,0,0,0,0,0,1,0,0
27,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
32,Clothing,300.08,1,0,0,0,0,0,0,0,0,1,0,0
32,Clothing,300.08,0,0,1,0,0,0,0,0,1,0,0,0
53,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
43,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
69,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
56,Clothing,300.08,0,1,0,0,0,1,0,0,0,0,0,0
23,Clothing,300.08,0,1,0,0,0,1,0,0,0,0,0,0
57,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
24,Clothing,300.08,0,1,0,0,1,0,0,0,0,0,0,0
24,Clothing,300.08,0,0,1,0,0,0,0,0,1,0,0,0
53,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
65,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
65,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,0,1
42,Clothing,300.08,1,1,0,0,0,1,0,0,0,0,0,0
35,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
20,Clothing,300.08,0,0,1,0,1,0,0,0,0,0,0,0
59,Clothing,300.08,0,0,0,0,1,0,0,0,0,0,0,0
54,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
25,Clothing,300.08,1,0,0,0,0,0,0,1,0,0,0,0
67,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
19,Clothing,300.08,1,0,1,0,0,0,0,0,0,0,1,0
67,Clothing,300.08,0,1,0,0,0,1,0,0,0,0,0,0
66,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
30,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
54,Clothing,300.08,1,0,1,0,0,0,1,0,0,0,0,0
24,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
68,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
32,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
44,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,1,0
61,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
55,Clothing,300.08,1,0,0,0,0,0,0,1,0,0,0,0
47,Clothing,300.08,1,1,0,0,0,0,0,0,1,0,0,0
50,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
46,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
33,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
67,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
20,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
41,Clothing,300.08,0,0,1,0,0,0,0,0,0,0,0,0
21,Clothing,300.08,1,1,0,0,0,0,0,0,1,0,0,0
39,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
64,Clothing,300.08,0,0,0,0,0,1,0,0,0,0,0,0
35,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
24,Clothing,300.08,0,0,1,0,0,1,0,0,0,0,0,0
22,Clothing,300.08,1,0,0,0,0,0,0,0,1,0,0,0
40,Clothing,300.08,1,0,0,1,0,0,0,0,0,0,0,0
52,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
35,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
53,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,0,0
24,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
30,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
61,Clothing,300.08,1,1,0,0,0,0,0,1,0,0,0,0
51,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,0,1
38,Clothing,300.08,1,0,0,0,0,0,0,0,0,1,0,0
67,Clothing,300.08,1,1,0,0,0,0,0,1,0,0,0,0
19,Clothing,300.08,1,0,0,0,0,1,0,0,0,0,0,0
50,Clothing,300.08,1,0,1,0,0,0,1,0,0,0,0,0
41,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
22,Clothing,300.08,1,0,1,0,0,0,1,0,0,0,0,0
42,Clothing,300.08,1,0,1,0,0,0,0,0,0,0,0,0
44,Clothing,300.08,0,0,1,0,0,0,0,0,0,0,0,1
19,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
39,Clothing,300.08,0,0,1,0,0,0,0,0,0,0,0,1
35,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
30,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
50,Clothing,300.08,1,0,1,0,0,0,0,0,0,0,0,0
56,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
35,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
68,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
30,Clothing,300.08,0,1,0,1,0,0,0,0,0,0,0,0
64,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,1,0
30,Clothing,300.08,0,1,0,0,1,0,0,0,0,0,0,0
53,Clothing,300.08,0,0,0,0,0,0,0,0,0,1,0,0
43,Clothing,300.08,1,0,1,0,0,0,0,0,0,0,0,1
42,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
43,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
23,Clothing,300.08,0,0,0,0,0,0,0,0,0,1,0,0
42,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
50,Clothing,300.08,0,0,0,0,1,0,0,0,0,0,0,0
36,Clothing,300.08,1,1,0,0,0,0,0,1,0,0,0,0
59,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,0,1
42,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,1,0
64,Clothing,300.08,1,0,1,0,0,0,1,0,0,0,0,0
38,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
36,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
32,Clothing,300.08,1,0,1,1,0,0,0,0,0,0,0,0
22,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
69,Clothing,300.08,1,1,0,0,0,0,0,0,1,0,0,0
62,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
19,Clothing,300.08,1,0,0,0,0,0,0,1,0,0,0,0
41,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,1,0
66,Clothing,300.08,0,1,0,0,0,1,0,0,0,0,0,0
69,Clothing,300.08,0,0,0,1,0,0,0,0,0,0,0,0
60,Clothing,300.08,1,1,0,0,0,0,0,0,0,1,0,0
67,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
68,Clothing,300.08,0,1,0,0,0,1,0,0,0,0,0,0
67,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
32,Clothing,300.08,1,0,0,0,0,1,0,0,0,0,0,0
29,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
55,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
33,Clothing,300.08,0,0,0,0,0,0,0,0,0,1,0,0
48,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
60,Clothing,300.08,1,1,0,0,0,0,0,0,0,1,0,0
49,Clothing,300.08,0,0,0,0,0,0,0,0,0,1,0,0
46,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
25,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
53,Clothing,300.08,1,0,1,0,0,0,1,0,0,0,0,0
40,Clothing,300.08,1,0,0,0,0,1,0,0,0,0,0,0
61,Clothing,300.08,1,0,0,0,1,0,0,0,0,0,0,0
44,Clothing,300.08,0,0,1,0,0,0,0,0,0,0,0,1
69,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,0,0
49,Clothing,300.08,0,1,0,0,0,0,0,0,0,1,0,0
18,Clothing,300.08,0,0,1,0,0,1,0,0,0,0,0,0
68,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
54,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
66,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
21,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
28,Clothing,300.08,1,0,1,0,0,0,0,1,0,0,0,0
37,Clothing,300.08,1,0,1,0,1,0,0,0,0,0,0,0
47,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
52,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
37,Clothing,300.08,1,1,0,0,0,0,0,0,1,0,0,0
48,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,1,0
36,Clothing,300.08,0,0,1,0,0,0,1,0,0,0,0,0
64,Clothing,300.08,0,0,1,1,0,0,0,0,0,0,0,0
35,Clothing,300.08,0,0,1,0,0,1,0,0,0,0,0,0
55,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
39,Clothing,300.08,1,1,0,0,0,0,0,0,0,0,1,0
22,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
57,Clothing,300.08,1,1,0,0,0,1,0,0,0,0,0,0
30,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
23,Clothing,300.08,0,0,1,0,1,0,0,0,0,0,0,0
29,Clothing,300.08,1,1,0,1,0,0,0,0,0,0,0,0
50,Clothing,300.08,1,0,0,0,0,0,0,0,0,1,0,0
31,Clothing,300.08,0,0,1,0,0,0,0,0,0,0,0,0
23,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
53,Clothing,300.08,1,0,0,0,0,1,0,0,0,0,0,0
69,Clothing,300.08,0,0,0,0,0,1,0,0,0,0,0,0
35,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,0,1
37,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
28,Clothing,300.08,1,0,1,0,0,0,0,0,1,0,0,0
28,Clothing,300.08,1,0,1,0,0,0,0,0,1,0,0,0
26,Clothing,300.08,0,0,1,0,0,0,1,0,0,0,0,0
30,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
50,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
21,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
44,Clothing,300.08,0,0,1,0,0,0,0,0,1,0,0,0
62,Clothing,300.08,1,0,0,1,0,0,0,0,0,0,0,0
25,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
18,Clothing,300.08,1,0,1,0,0,0,1,0,0,0,0,0
57,Clothing,300.08,0,1,0,1,0,0,0,0,0,0,0,0
39,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,0,0
46,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
67,Clothing,300.08,1,1,0,0,0,1,0,0,0,0,0,0
66,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
46,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
33,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
60,Clothing,300.08,0,1,0,1,0,0,0,0,0,0,0,0
52,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
27,Clothing,300.08,1,0,1,0,0,0,0,0,1,0,0,0
20,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,0,0
40,Clothing,300.08,1,1,0,0,0,0,0,0,0,0,0,1
43,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
24,Clothing,300.08,1,0,0,0,0,0,0,0,1,0,0,0
49,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
57,Clothing,300.08,0,0,1,0,0,1,0,0,0,0,0,0
68,Clothing,300.08,0,1,0,0,0,1,0,0,0,0,0,0
51,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
61,Clothing,300.08,1,0,0,0,1,0,0,0,0,0,0,0
67,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
31,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
25,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
30,Clothing,300.08,0,0,1,1,0,0,0,0,0,0,0,0
44,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,0,1
55,Clothing,300.08,0,0,0,0,0,0,0,0,0,1,0,0
19,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
49,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
38,Clothing,300.08,1,0,0,0,0,0,0,0,0,1,0,0
53,Clothing,300.08,0,1,0,0,1,0,0,0,0,0,0,0
69,Clothing,300.08,1,0,0,0,0,1,0,0,0,0,0,0
40,Clothing,300.08,0,1,0,0,0,1,0,0,0,0,0,0
66,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
22,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,1,0
61,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
44,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
62,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
37,Clothing,300.08,0,0,0,0,0,1,0,0,0,0,0,0
56,Clothing,300.08,1,1,0,1,0,0,0,0,0,0,0,0
29,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
42,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
20,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
30,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
69,Clothing,300.08,0,0,0,0,0,0,0,0,0,1,0,0
62,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
25,Clothing,300.08,0,0,1,0,0,0,0,0,1,0,0,0
29,Clothing,300.08,0,0,1,0,0,0,0,0,1,0,0,0
52,Clothing,300.08,1,1,0,0,0,0,0,0,0,1,0,0
38,Clothing,300.08,1,1,0,0,0,1,0,0,0,0,0,0
22,Clothing,300.08,0,0,1,0,0,0,1,0,0,0,0,0
43,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
65,Clothing,300.08,0,1,0,0,0,0,0,0,0,0,1,0
57,Clothing,300.08,0,1,0,0,0,0,0,1,0,0,0,0
35,Clothing,300.08,1,1,0,0,0,0,0,0,0,1,0,0
64,Clothing,300.08,0,0,1,0,0,1,0,0,0,0,0,0
28,Clothing,300.08,1,1,0,0,0,0,0,1,0,0,0,0
43,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
21,Clothing,300.08,1,1,0,0,0,0,0,0,1,0,0,0
40,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,1,0
43,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
57,Clothing,300.08,1,0,0,0,0,0,0,0,1,0,0,0
23,Clothing,300.08,0,0,1,0,0,0,0,0,1,0,0,0
41,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
52,Clothing,300.08,0,0,1,0,0,0,0,0,1,0,0,0
49,Clothing,300.08,0,0,0,0,0,1,0,0,0,0,0,0
20,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,1,0
38,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
22,Clothing,300.08,1,0,0,0,0,1,0,0,0,0,0,0
68,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
65,Clothing,300.08,1,0,1,0,0,0,1,0,0,0,0,0
68,Clothing,300.08,1,1,0,0,0,0,0,0,0,1,0,0
41,Clothing,300.08,1,0,1,0,0,0,0,0,1,0,0,0
61,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
69,Clothing,300.08,0,0,0,0,0,0,0,0,0,1,0,0
54,Clothing,300.08,0,1,0,0,0,0,1,0,0,0,0,0
23,Clothing,300.08,1,0,0,0,0,0,0,1,0,0,0,0
67,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,0,1
63,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
31,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
60,Clothing,300.08,0,0,0,0,1,0,0,0,0,0,0,0
68,Clothing,300.08,0,0,1,0,1,0,0,0,0,0,0,0
60,Clothing,300.08,0,0,1,0,0,0,0,1,0,0,0,0
56,Clothing,300.08,1,0,0,0,0,0,1,0,0,0,0,0
69,Clothing,300.08,1,1,0,0,0,0,0,0,0,1,0,0
44,Clothing,300.08,1,1,0,0,0,0,0,0,1,0,0,0
44,Clothing,300.08,1,0,0,0,0,0,0,0,0,1,0,0
19,Clothing,300.08,1,0,0,0,0,0,0,0,1,0,0,0
33,Clothing,300.08,0,0,1,0,0,0,0,0,0,1,0,0
41,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,0,0
49,Clothing,300.08,1,1,0,0,0,0,1,0,0,0,0,0
48,Clothing,300.08,1,0,0,0,0,0,0,0,0,0,1,0
63,Clothing,300.08,1,1,0,0,0,0,0,0,0,0,0,1
58,Clothing,300.08,1,0,1,0,0,0,0,0,0,1,0,0
63,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
58,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
57,Clothing,300.08,0,0,0,0,0,0,0,0,0,0,0,0
68,Clothing,300.08,0,1,0,0,0,0,0,0,0,1,0,0
19,Clothing,300.08,0,0,1,0,1,0,0,0,0,0,0,0
36,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
46,Clothing,300.08,0,0,1,0,1,0,0,0,0,0,0,0
28,Clothing,300.08,0,1,0,0,0,0,0,0,1,0,0,0
34,Clothing,300.08,0,1,0,0,0,0,0,0,0,1,0,0
26,Clothing,300.08,0,0,0,0,0,0,0,0,1,0,0,0
40,Clothing,300.08,0,0,0,0,0,0,0,1,0,0,0,0
46,Clothing,300.08,1,0,0,0,0,0,0,0,0,1,0,0
60,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
37,Clothing,300.08,0,0,0,0,0,0,1,0,0,0,0,0
